DateTime,wind_factor,lw_factor,ch,coef_mix_hyp,Kw,seepage_rate,rain_factor,rain_threshold,rh_factor,RMSE
2021-01-13 20:45:26,1.65284903521569,0.7,5e-04,0.460152829519155,0.602215417479662,1e-08,1.29090600791389,0.0577881221275504,1.14349887621302,28888.1827243275
2021-01-13 20:45:23,1.65284903521569,0.7,5e-04,0.460152829519155,0.602215417479662,1e-08,1.29090600791389,0.0577881221275504,1.14349887621302,28888.1827243275
2021-01-13 20:45:21,1.0534151010435,0.7,0.00144433375538233,0.530170295979289,0.1,1e-08,0.66089530718066,0.0645321840842821,1.04810510720459,28932.2499036286
2021-01-13 20:45:18,1.5244423825339,1.62234659331352,0.00196343782357354,0.437684292573315,0.78006172999252,0.00613757633815419,1.26303987443489,0.0624538136444568,1.05033594962499,339948.382587309
2021-01-13 20:45:16,0.872112979760051,0.7,0.00116455732839921,0.443233610304348,0.75231211822195,0.01,0.720454069387453,0.0379429965169392,1.2,327285.431968215
2021-01-13 20:45:15,1.36174027167329,1.95125852854694,0.00154635163328333,0.479301379556201,0.770721244693331,1e-08,1.07279457224141,0.0473320575252328,0.8,94211.0076841828
2021-01-13 20:45:13,0.7,0.839131930272234,0.002,0.461665226842379,0.386062447702711,0.00392034195321965,1.14740833158965,0.0608705351165763,1.2,243891.690578584
2021-01-13 20:45:12,1.65284903521569,0.7,5e-04,0.460152829519155,0.602215417479662,1e-08,1.29090600791389,0.0577881221275504,1.14349887621302,28888.1827243275
2021-01-13 20:45:09,1.38383062905944,1.27683406287871,0.00167838417994946,0.494826255633441,0.1,0.00268393330238339,0.5,0.0559335220615475,0.884761884752322,199869.353379907
2021-01-13 20:45:07,0.857044236703655,1.17746205847213,0.002,0.457689183339064,0.284681840756962,0.00349161407430456,0.961913889179099,0.0675066432347755,1.07722506140074,220703.490029142
2021-01-13 20:45:06,1.87426307885572,0.7,0.000637393607910028,0.473061193177897,0.51990652691346,1e-08,1.5,0.0465353106055726,0.83761342507571,28892.3358279305
2021-01-13 20:45:03,1.10068801650247,0.7,0.000807891073280662,0.6,0.190974174731189,0.00158963507921853,1.26339685625145,0.0351963976648539,0.861185993972805,323904.235376021
2021-01-13 20:45:02,1.91344515136162,0.7,0.00195556090993666,0.47616206994571,0.511057569901284,0.00229964761860266,1.33214133675737,0.0834103045930171,0.8,171322.926855172
2021-01-13 20:45:00,1.18254252190092,0.89720588491476,0.00145062329911374,0.527578870252239,0.1,1e-08,0.726045750469381,0.001,0.893521786703699,29004.2171160911
2021-01-13 20:44:57,1.83223410995694,0.979155203126318,0.00159870961726978,0.6,0.484275556164785,0.00531345084102921,0.5,0.0576868081218799,0.8,302811.360770966
2021-01-13 20:44:56,0.723063319871546,1.15111473034699,0.00112921814345666,0.504151932620013,0.342544608877336,0.00338654657533878,1.30915738080568,0.0659671196030831,1.2,214819.157438252
2021-01-13 20:44:54,1.1576949029715,1.23526849796473,5e-04,0.46672078878882,0.579042734443385,0.00707340986723016,1.11044016153815,0.001,0.875659850257639,317960.12736702
2021-01-13 20:44:53,0.937040704455448,1.49900706036799,0.00113546652317066,0.4,0.464531176394553,0.00204538218578829,0.745167356426431,0.001,0.8,184631.299208178
2021-01-13 20:44:51,0.7,0.8008422404382,0.000939778692086352,0.4,0.321066015660558,0.00600412781899301,1.32380225070032,0.0100998476053528,0.997442423689799,411486.662902735
2021-01-13 20:44:50,2,0.7,0.00179531965676997,0.442540240431481,0.460753570040243,1e-08,1.37161024806374,0.001,0.946657754633523,29007.0924977676
2021-01-13 20:44:47,2,0.940913072226297,0.00195492522666647,0.6,0.1,0.00730869914020617,0.634185846359485,0.001,1.2,297797.365845621
2021-01-13 20:44:46,0.842125557217386,0.7,5e-04,0.401020238096026,0.661472029184501,1e-08,0.794234217646402,0.0597425807489791,1.0106680347746,28928.6570685004
