DateTime,seepage_rate,RMSE
2020-12-17 17:24:56,0.00176126100125045,435355.516507087
2020-12-17 17:24:53,0.00030314449339822,242474.539134393
2020-12-17 17:24:48,0.00196095570110765,423532.697179282
2020-12-17 17:24:44,1e-08,178677.498526377
2020-12-17 17:24:38,0.00206051344903845,424795.233902688
2020-12-17 17:24:34,0.00113587189447686,435355.516507087
2020-12-17 17:24:31,1e-08,178677.498526377
2020-12-17 17:24:26,0.00268702724824763,435355.516507087
2020-12-17 17:24:22,1e-08,178677.498526377
2020-12-17 17:24:17,1e-08,178677.498526377
2020-12-17 17:24:11,0.00358198446722836,435355.516507087
2020-12-17 17:24:08,0.0013682789080674,408174.505282099
2020-12-17 17:24:04,0.00710236044424725,435355.516507087
2020-12-17 17:24:01,1e-08,178677.498526377
2020-12-17 17:23:55,1e-08,178677.498526377
2020-12-17 17:23:50,0.00111469216602414,435355.516507087
2020-12-17 17:23:47,1e-08,178677.498526377
2020-12-17 17:23:41,0.00165985073382642,435355.516507087
2020-12-17 17:23:38,0.00485565384289666,435355.516507087
2020-12-17 17:23:35,0.01,435355.516507087
2020-12-17 17:17:53,1e-08,178627.282547472
2020-12-17 17:17:48,1e-08,178627.282547472
2020-12-17 17:17:43,0.000504931606277718,435355.516507087
2020-12-17 17:08:55,1e-08,174150.503239732
2020-12-17 17:08:50,0.000797310266076532,435355.516507087
2020-12-17 17:08:46,1e-08,174150.503239732
2020-12-17 17:08:40,0.000555381393543659,435355.516507087
2020-12-17 17:08:37,0.00116398975264681,435355.516507087
2020-12-17 17:08:33,0.00114003499921011,435355.516507087
2020-12-17 17:08:30,1e-08,174150.503239732
2020-12-17 17:08:24,0.000450259269901694,435355.516507087
2020-12-17 17:08:21,1e-08,174150.503239732
2020-12-17 17:08:16,1e-08,174150.503239732
2020-12-17 17:08:11,0.00500966404278753,435355.516507087
2020-12-17 17:08:07,0.00121429905301769,435355.516507087
2020-12-17 17:08:04,0.00618971642128503,435355.516507087
2020-12-17 17:08:01,1e-08,174150.503239732
2020-12-17 17:07:56,0.00488486886071645,435355.516507087
2020-12-17 17:07:53,1e-08,174150.503239732
2020-12-17 17:07:01,0.000175778492301675,199452.464853339
2020-12-17 17:06:55,1e-08,174150.503239732
2020-12-17 17:06:50,0.00161447642668227,435355.516507087
2020-12-17 17:06:47,0.000421657382343396,435355.516507087
2020-12-17 17:06:43,1e-08,174150.503239732
2020-12-17 17:06:37,0.00365234879565785,435355.516507087
2020-12-17 17:06:34,1e-08,174150.503239732
2020-12-17 17:06:29,0.00227446538195361,435355.516507087
2020-12-17 17:06:25,1e-08,174150.503239732
2020-12-17 17:06:20,0.00312352155175038,435355.516507087
2020-12-17 17:06:17,0.000233328094931256,216368.567391468
2020-12-17 17:06:13,1e-08,174150.503239732
2020-12-17 17:06:07,0.00133896023733455,435355.516507087
2020-12-17 17:06:04,0.00488153717862456,435355.516507087
2020-12-17 17:06:01,0.00731658552006414,435355.516507087
2020-12-17 17:05:58,1e-08,174150.503239732
2020-12-17 16:48:05,0.01,435355.516507087
2020-12-17 16:48:02,0.00897139983429744,435355.516507087
2020-12-17 16:47:59,0.00723376721614857,435355.516507087
2020-12-17 16:47:55,0.00884892230395893,435355.516507087
2020-12-17 16:47:52,0.01,435355.516507087
2020-12-17 16:47:49,0.00799341041595642,435355.516507087
2020-12-17 16:47:46,0.00796001781260696,435355.516507087
2020-12-17 16:47:43,0.00857234072799993,435355.516507087
2020-12-17 16:47:40,0.00792335396391057,435355.516507087
2020-12-17 16:47:36,0.01,435355.516507087
2020-12-17 16:47:33,0.00984303009240402,435355.516507087
2020-12-17 16:47:30,0.00893948972342612,435355.516507087
2020-12-17 16:47:26,0.00910645970384088,435355.516507087
2020-12-17 16:47:22,0.00451326438555366,435355.516507087
2020-12-17 16:47:18,0.01,435355.516507087
2020-12-17 16:47:15,0.01,435355.516507087
2020-12-17 16:47:12,0.00867395978354217,435355.516507087
2020-12-17 16:47:09,0.01,435355.516507087
2020-12-17 16:47:06,0.00725144486466808,435355.516507087
2020-12-17 16:47:03,0.00860336669099849,435355.516507087
